flag_gems.ops.mm.general_mm, [shape info]: [-, 64, 16160, 7168](batch, M, N, K), [count]: 5026
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 208, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 216, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 224, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 232, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 24, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 240, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 248, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 256, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 272, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 288, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 304, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 320, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 336, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 352, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 368, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 384, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 4, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 40, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 400, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 416, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 432, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 448, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 464, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 48, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 480, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 496, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 512, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 56, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 64, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 72, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 8, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 80, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 88, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 128, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 2112, 7168](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 3072, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 7168, 2048](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 96, 8192, 1536](batch, M, N, K), [count]: 244
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 128, 7168](batch, M, N, K), [count]: 243
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 8192, 1536](batch, M, N, K), [count]: 243
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 3072, 1536](batch, M, N, K), [count]: 242
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 512, 7168](batch, M, N, K), [count]: 233
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 32, 7168, 256](batch, M, N, K), [count]: 233
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 1, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 104, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 104, 7168, 256](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 112, 512, 7168](batch, M, N, K), [count]: 232
flag_gems.ops.w8a8_block_fp8_matmul.general_w8a8_block_fp8_matmul, [shape info]: [-, 112, 7168, 256](batch, M, N, K), [count]: 232
