flag_gems.ops.mul.mul, [shape info]: A=(16384, 1), B=(16384, 2048), [count]: 3080
flag_gems.ops.mul.mul, [shape info]: A=(496, 1), B=(496, 2048), [count]: 320
flag_gems.ops.mul.mul, [shape info]: A=(512, 1), B=(512, 2048), [count]: 320
flag_gems.ops.mul.mul, [shape info]: A=(1, 1), B=(1, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(104, 1), B=(104, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(112, 1), B=(112, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(120, 1), B=(120, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(128, 1), B=(128, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(136, 1), B=(136, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(144, 1), B=(144, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(152, 1), B=(152, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(16, 1), B=(16, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(160, 1), B=(160, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(168, 1), B=(168, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(176, 1), B=(176, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(184, 1), B=(184, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(192, 1), B=(192, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(2, 1), B=(2, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(200, 1), B=(200, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(208, 1), B=(208, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(216, 1), B=(216, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(224, 1), B=(224, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(232, 1), B=(232, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(24, 1), B=(24, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(240, 1), B=(240, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(248, 1), B=(248, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(256, 1), B=(256, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(272, 1), B=(272, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(288, 1), B=(288, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(304, 1), B=(304, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(32, 1), B=(32, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(320, 1), B=(320, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(336, 1), B=(336, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(352, 1), B=(352, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(368, 1), B=(368, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(384, 1), B=(384, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(4, 1), B=(4, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(40, 1), B=(40, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(400, 1), B=(400, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(416, 1), B=(416, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(432, 1), B=(432, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(448, 1), B=(448, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(464, 1), B=(464, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(48, 1), B=(48, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(480, 1), B=(480, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(56, 1), B=(56, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(64, 1), B=(64, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(72, 1), B=(72, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(8, 1), B=(8, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(80, 1), B=(80, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(88, 1), B=(88, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(96, 1), B=(96, 2048), [count]: 160
flag_gems.ops.mul.mul, [shape info]: A=(13421, 1), B=(13421, 2048), [count]: 120
flag_gems.ops.mul.mul, [shape info]: A=(4108, 1), B=(4108, 2048), [count]: 120
flag_gems.ops.mul.mul, [shape info]: A=(1, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(128, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(16, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(2, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(256, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(32, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(4, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(512, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(64, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(8, 2048), B=scalar, [count]: 80
flag_gems.ops.mul.mul, [shape info]: A=(13422, 1), B=(13422, 2048), [count]: 40
flag_gems.ops.mul.mul, [shape info]: A=(2048, 1), B=(2048, 2048), [count]: 40
flag_gems.ops.mul.mul, [shape info]: A=(4106, 1), B=(4106, 2048), [count]: 40
flag_gems.ops.mul.mul, [shape info]: A=(4107, 1), B=(4107, 2048), [count]: 40
flag_gems.ops.mul.mul, [shape info]: A=(4109, 1), B=(4109, 2048), [count]: 40
flag_gems.ops.mul.mul, [shape info]: A=(9331, 1), B=(9331, 2048), [count]: 40
flag_gems.ops.mul.mul, [shape info]: A=(1048576, 1), B=(1, 32), [count]: 1
flag_gems.ops.mul.mul, [shape info]: A=(18,), B=scalar, [count]: 1
flag_gems.ops.mul.mul, [shape info]: A=(32,), B=scalar, [count]: 1
flag_gems.ops.mul.mul, [shape info]: A=(8192, 1), B=(1, 18), [count]: 1
# TP=1 (tensor_parallel_size=1)
flag_gems.ops.fused_moe.fused_moe, [shape info]: [16384, 256, 1024, 2048, 8](num_tokens,E,N,K,top_k_num), [count]: 3080
flag_gems.ops.mm.general_mm, [shape info]: [-, 7, 62080, 2048](batch, M, N, K), [count]: 1

# TP=1 (tensor_parallel_size=1), FlashAttention v3
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 10, -1, 9, 9, 2310, 25, -1, 4106, 4110, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 40
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 26, -1, 25, 25, 2310, 57, -1, 4108, 4114, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 40
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 42, -1, 41, 41, 2310, 89, -1, 4108, 4118, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 40
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 46, -1, 45, 45, 2310, 97, -1, 4106, 4119, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 40
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 54, -1, 53, 53, 2310, 113, -1, 4106, 4121, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 40
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 62, -1, 61, 61, 2310, 129, -1, 4107, 4123, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 40
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 18, -1, 17, 17, 2310, 41, -1, 4108, 4112, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 22, -1, 21, 21, 2310, 49, -1, 4108, 4113, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 30, -1, 29, 29, 2310, 65, -1, 4107, 4115, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 38, -1, 37, 37, 2310, 81, -1, 4107, 4117, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 50, -1, 49, 49, 2310, 105, -1, 4107, 4120, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 58, -1, 57, 57, 2310, 121, -1, 4107, 4122, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 6, -1, 5, 5, 2310, 17, -1, 4107, 4109, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [4108, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 2, -1, 1, 1, 2310, 9, -1, 4108, 4108, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 30
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [65536, 16, 72, 65536, 16, 72, -1, 65536, 16, 72, -1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, 65536, 65536, 0, 0](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 27
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [13421, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 65, -1, 64, 64, 2310, 129, -1, 4107, 4124, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 20
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 14, -1, 13, 13, 2310, 33, -1, 4106, 4111, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 20
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 14, -1, 13, 13, 2310, 33, -1, 4107, 4111, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 20
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 34, -1, 33, 33, 2310, 73, -1, 4107, 4116, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 20
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [16384, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 34, -1, 33, 33, 2310, 73, -1, 4108, 4116, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 20
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [4107, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 2, -1, 1, 1, 2310, 9, -1, 4107, 4107, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 20
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [1, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 2, -1, 1, 1, 2310, 9, -1, 1, 1, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [1, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 2, -1, 1, 1, 2310, 9, -1, 1, 73728, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [104, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 105, -1, 104, 104, 2310, 209, -1, 1, 1, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [104, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 105, -1, 104, 104, 2310, 209, -1, 1, 73728, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [112, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 113, -1, 112, 112, 2310, 225, -1, 1, 1, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [112, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 113, -1, 112, 112, 2310, 225, -1, 1, 73728, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [120, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 121, -1, 120, 120, 2310, 241, -1, 1, 1, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [120, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 121, -1, 120, 120, 2310, 241, -1, 1, 73728, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [128, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 129, -1, 128, 128, 2310, 257, -1, 1, 1, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [128, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 129, -1, 128, 128, 2310, 257, -1, 1, 73728, 32, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
flag_gems.ops.flash_attn_varlen_func.flash_attn_varlen_func, [shape info]: [13421, 16, 256, 73920, 32, 2, 256, 73920, 32, 2, 256, -1, -1, -1, 65, -1, 64, 64, 2310, 129, -1, 4106, 4124, 0, 1](q_dim0,q_dim1,q_dim2,k_dim0,k_dim1,k_dim2,k_dim3,v_dim0,v_dim1,v_dim2,v_dim3,q_v_dim0,q_v_dim1,q_v_dim2,cu_seqlens_q_dim0,cu_seqlens_k_dim0,seqused_k_dim0,block_table_dim0,block_table_dim1,scheduler_metadata_dim0,scheduler_metadata_dim1,max_seqlen_q,max_seqlen_k,num_splits,causal), [count]: 10
